unit,n,wins,unit_name,n_images,image_path,image_confidence,image_distance_ft,win_rate,shrunk_rate,base_rate
413_Stair_407075058_n740117912,15,15,Wall St (Stair),5,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELW/W0ELW31B/faces/R.jpg,0.582,33.0,1.0,0.8261,0.5
40_EasementStreet_406834124_n739765033,11,11,Atlantic Av-Barclays Ctr (Easement - Street),8,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0E3Y/W0E3YGZP/faces/B.jpg,0.362,57.0,1.0,0.7895,0.5
105_EasementStreet_407126990_n740040990,10,10,Brooklyn Bridge-City Hall/Chambers St (Easement - Street),13,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EGT/W0EGT3DJ/faces/R.jpg,0.306,65.0,1.0,0.7778,0.5
471_StairEscalator_407557660_n740002359,9,9,34 St - Hudson Yards (Stair/Escalator),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ED1/W0ED1GKM/faces/B.jpg,0.429,48.0,1.0,0.7647,0.5
258_Elevator_407097309_n738196621,9,9,Briarwood (Elevator),11,/share/ju/cyclomedia/raw/queens_2025_1k/W0CZO/W0CZO672/faces/L.jpg,0.611,26.0,1.0,0.7647,0.5
233_Stair_407181166_n739882986,9,9,Delancey St-Essex St (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EPJ/W0EPJLF2/faces/R.jpg,0.512,22.0,1.0,0.7647,0.5
21_EasementStreet_407097799_n740102942,9,9,Chambers St/WTC/Park Place/Cortlandt St (Easement - Street),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELS/W0ELSNKH/faces/B.jpg,0.409,51.0,1.0,0.7647,0.5
401_EasementStreet_407567229_n739725650,17,15,Lexington Av/51-53 Sts (Easement - Street),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E61/W0E61G7E/faces/F.jpg,0.458,46.0,0.8824,0.76,0.5
414_Stair_407048029_n740144281,8,8,Bowling Green (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELX/W0ELX96E/faces/F.jpg,0.535,38.0,1.0,0.75,0.5
469_EasementStreet_407530377_n739780680,12,11,Grand Central-42 St (Easement - Street),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5K/W0D5KUWC/faces/B.jpg,0.458,46.0,0.9167,0.75,0.5
292_Stair_406871666_n739762873,8,8,Fulton St (Stair),12,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DBQ/W0DBQL1U/faces/F.jpg,0.553,36.0,1.0,0.75,0.5
174_EasementStreet_406935820_n739870075,8,8,Jay St-MetroTech (Easement - Street),12,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EGR/W0EGRZPL/faces/R.jpg,0.369,57.0,1.0,0.75,0.5
14_Stair_407413694_n739888623,8,8,23 St (Stair),8,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E60/W0E60BWN/faces/F.jpg,0.605,29.0,1.0,0.75,0.5
281_EasementStreet_407468858_n739435169,8,8,Court Sq-23 St (Easement - Street),10,/share/ju/cyclomedia/raw/queens_2025_1k/W0E4A/W0E4APE0/faces/F.jpg,0.456,46.0,1.0,0.75,0.5
198_Stair_406601692_n738303928,8,8,Howard Beach-JFK Airport (Stair),7,/share/ju/cyclomedia/raw/queens_2025_1k/W0EBW/W0EBW9PP/faces/R.jpg,0.648,21.0,1.0,0.75,0.5
180_Stair_406800207_n739402430,8,8,Kingston-Throop Avs (Stair),8,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0CRB/W0CRBLF9/faces/R.jpg,0.609,27.0,1.0,0.75,0.5
226_Stair_407552322_n739840526,8,8,42 St-Bryant Pk/5 Av (Stair),8,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5J/W0D5JGHG/faces/L.jpg,0.412,51.0,1.0,0.75,0.5
240_Stair_406655020_n739792962,8,8,7 Av (Stair),9,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EH2/W0EH2RS6/faces/R.jpg,0.627,29.0,1.0,0.75,0.5
359_Stair_406333082_n739478373,8,8,Flatbush Av-Brooklyn College (Stair),14,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DAZ/W0DAZ21B/faces/L.jpg,0.587,33.0,1.0,0.75,0.5
163_EasementPassage_407563491_n739906315,8,8,Times Sq-42 St/Port Authority Bus Terminal (Easement - Passage),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECIQ8L/faces/L.jpg,0.514,40.0,1.0,0.75,0.5
272_Stair_407519304_n739270977,8,8,36 St (Stair),12,/share/ju/cyclomedia/raw/queens_2025_1k/W0E4A/W0E4ARWB/faces/B.jpg,0.498,31.0,1.0,0.75,0.5
314_Stair_407736414_n739824310,11,10,66 St-Lincoln Center (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0CTW/W0CTW764/faces/L.jpg,0.599,20.0,0.9091,0.7368,0.5
284_Stair_407237540_n739506330,10,9,Nassau Av (Stair),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0D0A/W0D0AWMB/faces/B.jpg,0.609,24.0,0.9,0.7222,0.5
265_Stair_407362920_n738764169,10,9,Grand Av-Newtown (Stair),14,/share/ju/cyclomedia/raw/queens_2025_1k/W0E5N/W0E5NF0M/faces/R.jpg,0.54,37.0,0.9,0.7222,0.5
318_EasementStreet_407510660_n739911404,10,9,34 St-Penn Station (Easement - Street),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5M/W0D5MUYZ/faces/B.jpg,0.431,49.0,0.9,0.7222,0.5
118_Stair_407332929_n739869546,10,9,3 Av (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEJ/W0DEJISY/faces/R.jpg,0.531,38.0,0.9,0.7222,0.5
225_EasementStreet_407601466_n739804899,10,9,47-50 Sts-Rockefeller Ctr (Easement - Street),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5J/W0D5JGKV/faces/L.jpg,0.393,53.0,0.9,0.7222,0.5
199_Stair_406080632_n738159820,10,9,Broad Channel (Stair),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0EO5/W0EO5SMC/faces/F.jpg,0.493,42.0,0.9,0.7222,0.5
148_Stair_408407547_n739392446,9,8,168 St-Washington Hts (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DAP/W0DAPM9H/faces/B.jpg,0.564,35.0,0.8889,0.7059,0.5
225_EasementPassage_407578742_n739820852,9,8,47-50 Sts-Rockefeller Ctr (Easement - Passage),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5J/W0D5JGJA/faces/L.jpg,0.51,40.0,0.8889,0.7059,0.5
287_Stair_406999886_n739499332,9,8,Flushing Av (Stair),14,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0E8H/W0E8HZ16/faces/F.jpg,0.497,41.0,0.8889,0.7059,0.5
332_Stair_407094436_n740063618,9,8,Fulton St (Stair),7,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EM2/W0EM2N22/faces/B.jpg,0.577,32.0,0.8889,0.7059,0.5
155_Stair_408000042_n739584074,9,8,Cathedral Pkwy (110 St) (Stair),8,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECI5SV/faces/R.jpg,0.513,35.0,0.8889,0.7059,0.5
38_Elevator_406225859_n740283617,9,8,86 St (Elevator),9,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DDB/W0DDB9PU/faces/R.jpg,0.651,22.0,0.8889,0.7059,0.5
405_Stair_407401236_n739859708,9,8,23 St-Baruch College (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E60/W0E60BV3/faces/F.jpg,0.609,30.0,0.8889,0.7059,0.5
447_Stair_407594937_n738306493,8,7,Flushing-Main St (Stair),3,/share/ju/cyclomedia/raw/queens_2025_1k/W0CWG/W0CWGQLW/faces/L.jpg,0.491,42.0,0.875,0.6875,0.5
405_Stair_407402572_n739867682,8,7,23 St-Baruch College (Stair),6,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E60/W0E60BVI/faces/B.jpg,0.529,38.0,0.875,0.6875,0.5
325_Stair_407229619_n740066299,8,7,Canal St (Stair),13,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEL/W0DEL8EM/faces/R.jpg,0.639,28.0,0.875,0.6875,0.5
404_Stair_407432570_n739837380,8,7,28 St (Stair),5,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E5P/W0E5PO42/faces/F.jpg,0.332,46.0,0.875,0.6875,0.5
359_Stair_406318572_n739476667,8,7,Flatbush Av-Brooklyn College (Stair),12,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EH7/W0EH7UCR/faces/L.jpg,0.559,35.0,0.875,0.6875,0.5
327_Stair_407153917_n740091988,8,7,Chambers St (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELQ/W0ELQQ5I/faces/B.jpg,0.553,36.0,0.875,0.6875,0.5
158_Stair_407852100_n739695929,8,7,86 St (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DGR/W0DGROTD/faces/L.jpg,0.569,34.0,0.875,0.6875,0.5
21_EasementStreet_407101434_n740111427,8,7,Chambers St/WTC/Park Place/Cortlandt St (Easement - Street),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELX/W0ELX9DN/faces/R.jpg,0.383,55.0,0.875,0.6875,0.5
228_Stair_407431327_n739931221,8,7,23 St (Stair),5,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E60/W0E60BYX/faces/F.jpg,0.565,27.0,0.875,0.6875,0.5
230_Stair_407252073_n739965618,8,7,Broadway-Lafayette St/Bleecker St (Stair),13,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEC/W0DECOJ5/faces/B.jpg,0.537,37.0,0.875,0.6875,0.5
152_Stair_408183718_n739472010,8,7,135 St (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DAK/W0DAK2CO/faces/B.jpg,0.514,40.0,0.875,0.6875,0.5
161_EasementStreet_407667708_n739833664,8,7,59 St-Columbus Circle (Easement - Street),15,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECN/W0ECNY5Z/faces/B.jpg,0.514,40.0,0.875,0.6875,0.5
260_Stair_407186225_n738382901,8,7,75 Av (Stair),17,/share/ju/cyclomedia/raw/queens_2025_1k/W0E5Z/W0E5ZXIP/faces/B.jpg,0.633,28.0,0.875,0.6875,0.5
163_Stair_407586951_n739890158,8,7,Times Sq-42 St/Port Authority Bus Terminal (Stair),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D7Q/W0D7QGMF/faces/F.jpg,0.594,31.0,0.875,0.6875,0.5
243_Stair_406449233_n739800183,8,7,Church Av (Stair),12,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EFT/W0EFTTXD/faces/L.jpg,0.577,33.0,0.875,0.6875,0.5
162_EasementStreet_407623670_n739864705,11,9,50 St (Easement - Street),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECP/W0ECPMLH/faces/B.jpg,0.618,27.0,0.8182,0.6842,0.5
167_Stair_407310974_n740015985,11,9,W 4 St-Wash Sq (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEI/W0DEIGEF/faces/L.jpg,0.447,47.0,0.8182,0.6842,0.5
324_Stair_407287096_n740055131,10,8,Houston St (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEI/W0DEIUOW/faces/L.jpg,0.459,46.0,0.8,0.6667,0.5
511_Stair_405646862_n741269428,13,10,Oakwood Heights (Stair),10,/share/ju/cyclomedia/raw/si_2025_1k/W0CRY/W0CRY4JD/faces/R.jpg,0.452,46.0,0.7692,0.6667,0.5
307_Stair_408082611_n739634977,10,8,116 St-Columbia University (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DGR/W0DGRRB6/faces/R.jpg,0.571,34.0,0.8,0.6667,0.5
28_Stair_406771710_n739830200,10,8,Union St (Stair),9,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EI5/W0EI55AV/faces/R.jpg,0.551,26.0,0.8,0.6667,0.5
230_Stair_407250257_n739957848,10,8,Broadway-Lafayette St/Bleecker St (Stair),15,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EHO/W0EHO4OC/faces/B.jpg,0.529,38.0,0.8,0.6667,0.5
198_Elevator_406604843_n738305360,10,8,Howard Beach-JFK Airport (Elevator),11,/share/ju/cyclomedia/raw/queens_2025_1k/W0DCW/W0DCWQXL/faces/R.jpg,0.626,29.0,0.8,0.6667,0.5
229_Elevator_407373522_n739965383,12,9,14 St/6 Av (Elevator),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EHO/W0EHO80X/faces/F.jpg,0.615,30.0,0.75,0.65,0.5
73_StationHouse_406242460_n739959620,9,7,62 St/New Utrecht Av (Station House),11,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EFN/W0EFN8EU/faces/R.jpg,0.469,43.0,0.7778,0.6471,0.5
219_Stair_408280110_n739255880,9,7,161 St-Yankee Stadium (Stair),4,/share/ju/cyclomedia/raw/bronx_2025_1k/W0CQ3/W0CQ34R5/faces/F.jpg,0.363,57.0,0.7778,0.6471,0.5
266_EasementStreet_407420520_n738810756,9,7,Elmhurst Av (Easement - Street),13,/share/ju/cyclomedia/raw/queens_2025_1k/W0E3X/W0E3XSQ0/faces/F.jpg,0.509,38.0,0.7778,0.6471,0.5
459_Stair_407438705_n739241768,9,7,40 St-Lowery St (Stair),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0CKQ/W0CKQXZ8/faces/B.jpg,0.584,33.0,0.7778,0.6471,0.5
2_Stair_407710582_n739173326,9,7,Astoria Blvd (Stair),15,/share/ju/cyclomedia/raw/queens_2025_1k/W0CH4/W0CH4IL1/faces/F.jpg,0.477,44.0,0.7778,0.6471,0.5
120_Stair_407170278_n739562626,9,7,Bedford Av (Stair),1,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0D0M/W0D0M35R/faces/R.jpg,0.447,47.0,0.7778,0.6471,0.5
284_Stair_407255880_n739516020,9,7,Nassau Av (Stair),16,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0D52/W0D527S4/faces/F.jpg,0.553,36.0,0.7778,0.6471,0.5
9_Stair_407652809_n739800466,11,8,57 St-7 Av (Stair),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5L/W0D5L9VG/faces/B.jpg,0.312,64.0,0.7273,0.6316,0.5
102_Stair_407185586_n739876473,8,6,Delancey St-Essex St (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELS/W0ELSGXH/faces/F.jpg,0.516,37.0,0.75,0.625,0.5
257_Stair_407049172_n738119582,8,6,Sutphin Blvd (Stair),16,/share/ju/cyclomedia/raw/queens_2025_1k/W0DIJ/W0DIJYXY/faces/B.jpg,0.497,42.0,0.75,0.625,0.5
153_Stair_408120020_n739517467,8,6,125 St (Stair),14,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EHK/W0EHKU66/faces/B.jpg,0.518,39.0,0.75,0.625,0.5
110_Stair_407044430_n739023890,8,6,Forest Av (Stair),9,/share/ju/cyclomedia/raw/queens_2025_1k/W0EKR/W0EKRK1I/faces/R.jpg,0.655,22.0,0.75,0.625,0.5
107_EasementPassage_407080350_n740106650,8,6,Broad St (Easement - Passage),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELS/W0ELSN0Y/faces/R.jpg,0.623,29.0,0.75,0.625,0.5
228_Stair_407429067_n739925842,8,6,23 St (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5J/W0D5JKXM/faces/F.jpg,0.553,32.0,0.75,0.625,0.5
164_Stair_407522195_n739938635,8,6,34 St-Penn Station (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5M/W0D5MUXJ/faces/B.jpg,0.545,37.0,0.75,0.625,0.5
161_Stair_407686784_n739811728,8,6,59 St-Columbus Circle (Stair),3,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0CTZ/W0CTZBBJ/faces/R.jpg,0.203,68.0,0.75,0.625,0.5
292_Stair_406870404_n739747032,8,6,Fulton St (Stair),12,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0E5G/W0E5G8SJ/faces/L.jpg,0.6,29.0,0.75,0.625,0.5
226_Stair_407535053_n739847341,8,6,42 St-Bryant Pk/5 Av (Stair),16,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECIQ37/faces/F.jpg,0.512,36.0,0.75,0.625,0.5
9_Stair_407640707_n739808046,8,6,57 St-7 Av (Stair),6,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EME/W0EME2VZ/faces/R.jpg,0.321,62.0,0.75,0.625,0.5
146_StationHouse_408529297_n739374299,8,6,181 St (Station House),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EHN/W0EHN0P7/faces/R.jpg,0.551,36.0,0.75,0.625,0.5
9_Stair_407656338_n739797767,8,6,57 St-7 Av (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECIORX/faces/R.jpg,0.461,46.0,0.75,0.625,0.5
447_Stair_407595971_n738304171,8,6,Flushing-Main St (Stair),7,/share/ju/cyclomedia/raw/queens_2025_1k/W0CWG/W0CWGQLU/faces/F.jpg,0.554,36.0,0.75,0.625,0.5
336_Stair_406909720_n739854480,8,6,Hoyt St (Stair),6,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EGT/W0EGT3SK/faces/L.jpg,0.453,36.0,0.75,0.625,0.5
265_Stair_407375079_n738774159,8,6,Grand Av-Newtown (Stair),7,/share/ju/cyclomedia/raw/queens_2025_1k/W0E5N/W0E5NGDV/faces/L.jpg,0.561,35.0,0.75,0.625,0.5
254_Stair_407126600_n737832674,13,9,Jamaica-179 St (Stair),6,/share/ju/cyclomedia/raw/queens_2025_1k/W0DIM/W0DIMF1V/faces/B.jpg,0.559,23.0,0.6923,0.619,0.5
118_Stair_407329604_n739866278,10,7,3 Av (Stair),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEJ/W0DEJHZ0/faces/B.jpg,0.658,25.0,0.7,0.6111,0.5
345_Stair_406689826_n739318527,10,7,Crown Hts-Utica Av (Stair),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0E8V/W0E8V139/faces/B.jpg,0.641,21.0,0.7,0.6111,0.5
52_StationHouse_405990000_n739560243,10,7,Ave U (Station House),8,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DEG/W0DEG9ZB/faces/F.jpg,0.413,51.0,0.7,0.6111,0.5
522_Stair_405133997_n742511586,10,7,Tottenville (Stair),5,/share/ju/cyclomedia/raw/si_2025_1k/W0EDJ/W0EDJ43J/faces/B.jpg,0.328,62.0,0.7,0.6111,0.5
512_Stair_405568692_n741362968,12,8,Bay Terrace (Stair),8,/share/ju/cyclomedia/raw/si_2025_1k/W0CRP/W0CRPFR6/faces/L.jpg,0.355,56.0,0.6667,0.6,0.5
377_Stair_408103500_n739254715,9,6,3 Av-138 St (Stair),5,/share/ju/cyclomedia/raw/bronx_2025_1k/W0EBK/W0EBK35H/faces/F.jpg,0.442,48.0,0.6667,0.5882,0.5
170_Stair_407137352_n740090664,9,6,Chambers St/WTC/Park Place/Cortlandt St (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEI/W0DEIILG/faces/L.jpg,0.48,43.0,0.6667,0.5882,0.5
304_Stair_408266705_n739505231,9,6,145 St (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D28/W0D288UP/faces/L.jpg,0.658,23.0,0.6667,0.5882,0.5
166_Stair_407406130_n740022132,9,6,14 St/8 Av (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECO/W0ECOW9H/faces/F.jpg,0.599,30.0,0.6667,0.5882,0.5
23_Stair_407019334_n740125934,9,6,Whitehall St-South Ferry (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELS/W0ELSGAZ/faces/R.jpg,0.585,27.0,0.6667,0.5882,0.5
278_StairEscalator_407023237_n737999950,9,6,Jamaica Center-Parsons/Archer (Stair/Escalator),10,/share/ju/cyclomedia/raw/queens_2025_1k/W0EA5/W0EA5VCJ/faces/B.jpg,0.436,42.0,0.6667,0.5882,0.5
225_Stair_407578149_n739817936,11,7,47-50 Sts-Rockefeller Ctr (Stair),15,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5J/W0D5JDIW/faces/R.jpg,0.64,24.0,0.6364,0.5789,0.5
477_StairEscalator_407669623_n739595894,8,5,72 St (Stair/Escalator),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E60/W0E60DGG/faces/R.jpg,0.625,23.0,0.625,0.5625,0.5
212_Stair_408676880_n738927390,8,5,Kingsbridge Rd (Stair),10,/share/ju/cyclomedia/raw/bronx_2025_1k/W0D2U/W0D2UDCZ/faces/B.jpg,0.47,45.0,0.625,0.5625,0.5
21_EasementPassage_407112115_n740106761,8,5,Chambers St/WTC/Park Place/Cortlandt St (Easement - Passage),7,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EM1/W0EM1CPB/faces/L.jpg,0.646,21.0,0.625,0.5625,0.5
277_Stair_407629497_n739816298,8,5,7 Av (Stair),7,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0CTW/W0CTW9K9/faces/R.jpg,0.493,38.0,0.625,0.5625,0.5
284_Stair_407238047_n739509807,8,5,Nassau Av (Stair),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0E8Q/W0E8QOXV/faces/R.jpg,0.264,72.0,0.625,0.5625,0.5
367_Stair_408314802_n738674288,8,5,St Lawrence Av (Stair),13,/share/ju/cyclomedia/raw/bronx_2025_1k/W0EC8/W0EC8QQI/faces/B.jpg,0.651,22.0,0.625,0.5625,0.5
469_EasementStreet_407522602_n739783584,8,5,Grand Central-42 St (Easement - Street),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5N/W0D5NZZ7/faces/B.jpg,0.511,40.0,0.625,0.5625,0.5
210_Stair_408750794_n738796013,8,5,Norwood-205 St (Stair),11,/share/ju/cyclomedia/raw/bronx_2025_1k/W0END/W0ENDR8R/faces/L.jpg,0.636,28.0,0.625,0.5625,0.5
439_Stair_408075694_n739454604,8,5,125 St (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECJ/W0ECJD1E/faces/R.jpg,0.61,30.0,0.625,0.5625,0.5
429_Stair_408304069_n738920048,8,5,Freeman St (Stair),12,/share/ju/cyclomedia/raw/bronx_2025_1k/W0CW8/W0CW8GBW/faces/L.jpg,0.453,46.0,0.625,0.5625,0.5
163_Stair_407558064_n739905611,8,5,Times Sq-42 St/Port Authority Bus Terminal (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECIQ0N/faces/B.jpg,0.649,27.0,0.625,0.5625,0.5
401_Stair_407573205_n739721689,8,5,Lexington Av/51-53 Sts (Stair),6,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0D5P/W0D5P7HE/faces/R.jpg,0.489,38.0,0.625,0.5625,0.5
33_Stair_406495617_n740096026,8,5,45 St (Stair),7,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DCX/W0DCXMX6/faces/L.jpg,0.514,40.0,0.625,0.5625,0.5
318_Stair_407512038_n739907529,8,5,34 St-Penn Station (Stair),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEL/W0DELW17/faces/F.jpg,0.492,42.0,0.625,0.5625,0.5
397_Stair_407794474_n739557947,8,5,86 St (Stair),6,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECI4VX/faces/B.jpg,0.548,34.0,0.625,0.5625,0.5
382_Stair_408627753_n739007379,8,5,Fordham Rd (Stair),12,/share/ju/cyclomedia/raw/bronx_2025_1k/W0D2X/W0D2X81N/faces/F.jpg,0.601,31.0,0.625,0.5625,0.5
318_Stair_407510270_n739903473,8,5,34 St-Penn Station (Stair),9,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEL/W0DELW10/faces/F.jpg,0.409,39.0,0.625,0.5625,0.5
519_Stair_405196676_n742286845,10,6,Richmond Valley (Stair),10,/share/ju/cyclomedia/raw/si_2025_1k/W0EDJ/W0EDJ3FX/faces/L.jpg,0.653,26.0,0.6,0.5556,0.5
317_Stair_407552480_n739873620,10,6,Times Sq-42 St/Port Authority Bus Terminal (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECI/W0ECIQ56/faces/B.jpg,0.539,37.0,0.6,0.5556,0.5
412_EasementStreet_407103857_n740096861,10,6,Fulton St (Easement - Street),15,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DIC/W0DICC3A/faces/B.jpg,0.485,43.0,0.6,0.5556,0.5
325_Stair_407225992_n740061226,10,6,Canal St (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEL/W0DEL8EB/faces/R.jpg,0.523,39.0,0.6,0.5556,0.5
403_Stair_407465019_n739822146,10,6,33 St (Stair),12,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EQV/W0EQV2JL/faces/B.jpg,0.631,28.0,0.6,0.5556,0.5
390_Stair_408182590_n739276590,10,6,149 St-Grand Concourse (Stair),9,/share/ju/cyclomedia/raw/bronx_2025_1k/W0E6E/W0E6EYEL/faces/L.jpg,0.611,28.0,0.6,0.5556,0.5
124_Stair_407077427_n739401016,12,7,Montrose Av (Stair),11,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0D52/W0D524X9/faces/F.jpg,0.442,47.0,0.5833,0.55,0.5
207_Stair_405955210_n737682710,12,7,Beach 36 St (Stair),11,/share/ju/cyclomedia/raw/queens_2025_1k/W0EO4/W0EO4NC7/faces/F.jpg,0.66,26.0,0.5833,0.55,0.5
218_Stair_408342860_n739175620,12,7,167 St (Stair),12,/share/ju/cyclomedia/raw/bronx_2025_1k/W0E6F/W0E6F17B/faces/B.jpg,0.568,34.0,0.5833,0.55,0.5
510_Stair_405733062_n741176127,9,5,New Dorp (Stair),13,/share/ju/cyclomedia/raw/si_2025_1k/W0E3V/W0E3VNYR/faces/F.jpg,0.558,35.0,0.5556,0.5294,0.5
514_Stair_405448229_n741645123,9,5,Eltingville (Stair),9,/share/ju/cyclomedia/raw/si_2025_1k/W0E8W/W0E8WX9P/faces/B.jpg,0.554,36.0,0.5556,0.5294,0.5
519_Stair_405197629_n742289145,9,5,Richmond Valley (Stair),10,/share/ju/cyclomedia/raw/si_2025_1k/W0EDJ/W0EDJ3FS/faces/L.jpg,0.626,18.0,0.5556,0.5294,0.5
509_Overpass_405790723_n741097410,9,5,Grant City (Overpass),7,/share/ju/cyclomedia/raw/si_2025_1k/W0E8X/W0E8X4YJ/faces/R.jpg,0.554,34.0,0.5556,0.5294,0.5
213_Stair_408626080_n738966620,9,5,Fordham Rd (Stair),10,/share/ju/cyclomedia/raw/bronx_2025_1k/W0EM9/W0EM9SVM/faces/R.jpg,0.498,41.0,0.5556,0.5294,0.5
151_EasementStreet_408256520_n739438059,9,5,145 St (Easement - Street),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECN/W0ECN21O/faces/L.jpg,0.455,46.0,0.5556,0.5294,0.5
71_StationHouse_406345520_n740107260,9,5,8 Av (Station House),11,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DCX/W0DCXOTA/faces/L.jpg,0.505,41.0,0.5556,0.5294,0.5
