layer,model,boroct2020,n_images,mean_score,comparisons,median_income
census_tract,qwen3.5-9b,5018100,456,-0.568,608,98807.0
census_tract,qwen3.5-9b,5018701,129,-0.292,170,100903.0
census_tract,qwen3.5-9b,5018703,174,-0.2419,228,96642.0
census_tract,qwen3.5-9b,5018704,212,-0.3,295,145432.0
census_tract,qwen3.5-9b,5018901,415,-0.1351,549,136370.0
census_tract,qwen3.5-9b,5018902,349,-0.2601,468,101700.0
census_tract,qwen3.5-9b,5019700,106,-0.011,133,111250.0
census_tract,qwen3.5-9b,5019800,842,-0.2207,1129,131496.0
census_tract,qwen3.5-9b,5020100,195,0.0795,261,116591.0
census_tract,qwen3.5-9b,5020701,153,-0.1117,217,58495.0
census_tract,qwen3.5-9b,5020702,134,-0.1667,174,46638.0
census_tract,qwen3.5-9b,5020803,612,-0.2104,802,108076.0
census_tract,qwen3.5-9b,5020804,439,0.0211,570,104049.0
census_tract,qwen3.5-9b,5020805,453,-0.1251,625,129939.0
census_tract,qwen3.5-9b,5020806,311,-0.2299,390,98683.0
census_tract,qwen3.5-9b,5021300,228,-0.2878,308,103992.0
census_tract,qwen3.5-9b,5022300,145,-0.1092,188,64964.0
census_tract,qwen3.5-9b,5022601,606,-0.3949,808,104385.0
census_tract,qwen3.5-9b,5022602,790,-0.8517,1057,
census_tract,qwen3.5-9b,5022801,259,-1.029,369,
census_tract,qwen3.5-9b,5022802,245,-0.6517,341,
census_tract,qwen3.5-9b,5023100,171,-0.0774,238,86589.0
census_tract,qwen3.5-9b,5023900,183,-0.2144,261,66833.0
census_tract,qwen3.5-9b,5024401,445,-0.0019,589,176363.0
census_tract,qwen3.5-9b,5024402,330,-0.1409,446,131042.0
census_tract,qwen3.5-9b,5024700,162,-0.3004,209,79833.0
census_tract,qwen3.5-9b,5024800,329,0.0927,436,131745.0
census_tract,qwen3.5-9b,5025100,399,-0.3053,514,109494.0
census_tract,qwen3.5-9b,5027301,531,-0.4311,705,116181.0
census_tract,qwen3.5-9b,5027302,169,-0.1889,228,106979.0
census_tract,qwen3.5-9b,5027702,563,-0.3491,740,88295.0
census_tract,qwen3.5-9b,5027704,149,-0.0671,198,82315.0
census_tract,qwen3.5-9b,5027705,179,0.0904,240,99803.0
census_tract,qwen3.5-9b,5027706,152,-0.1116,207,60781.0
census_tract,qwen3.5-9b,5027900,410,-0.7022,541,167934.0
census_tract,qwen3.5-9b,5029102,991,-0.8364,1325,123393.0
census_tract,qwen3.5-9b,5029104,568,-0.2697,752,97412.0
census_tract,qwen3.5-9b,5029105,323,-0.298,443,118597.0
census_tract,qwen3.5-9b,5029106,138,-0.0827,192,75347.0
census_tract,qwen3.5-9b,5030301,332,-0.1493,435,118913.0
census_tract,qwen3.5-9b,5030302,256,-0.0427,338,89917.0
census_tract,qwen3.5-9b,5031901,115,-0.2341,159,51743.0
census_tract,qwen3.5-9b,5031902,158,-0.4014,227,92083.0
census_tract,qwen3.5-9b,5032300,317,-0.8799,430,79688.0
census_tract,gemma-4-12b,1000201,35,-0.0786,47,37353.0
census_tract,gemma-4-12b,1000202,154,-0.1136,208,36688.0
census_tract,gemma-4-12b,1000600,115,0.2804,160,36893.0
census_tract,gemma-4-12b,1000700,134,0.1328,179,190388.0
census_tract,gemma-4-12b,1000800,216,0.0679,288,31262.0
census_tract,gemma-4-12b,1000900,134,0.2102,175,
census_tract,gemma-4-12b,1001001,67,-0.1045,84,140000.0
census_tract,gemma-4-12b,1001002,87,-0.0747,112,23796.0
census_tract,gemma-4-12b,1001200,107,0.1698,149,114318.0
census_tract,gemma-4-12b,1001300,184,0.5498,255,171923.0
census_tract,gemma-4-12b,1001401,42,0.629,56,103750.0
census_tract,gemma-4-12b,1001402,107,0.4361,149,90469.0
census_tract,gemma-4-12b,1001501,234,0.3415,332,125712.0
census_tract,gemma-4-12b,1001502,111,0.6441,150,204310.0
census_tract,gemma-4-12b,1001600,171,0.5897,217,35875.0
census_tract,gemma-4-12b,1001800,230,0.6569,300,76726.0
census_tract,gemma-4-12b,1002000,72,-0.044,102,30792.0
census_tract,gemma-4-12b,1002100,139,0.5669,189,
census_tract,gemma-4-12b,1002201,52,0.2756,67,39961.0
census_tract,gemma-4-12b,1002202,32,0.7812,35,151711.0
census_tract,gemma-4-12b,1002400,88,-0.2102,117,21092.0
census_tract,gemma-4-12b,1002500,92,0.096,124,20597.0
census_tract,gemma-4-12b,1002601,50,0.7133,72,30350.0
census_tract,gemma-4-12b,1002602,50,0.5867,63,89970.0
census_tract,gemma-4-12b,1002700,31,0.5914,44,124063.0
census_tract,gemma-4-12b,1002800,72,0.3681,96,70691.0
census_tract,gemma-4-12b,1002901,75,0.4133,96,11094.0
census_tract,gemma-4-12b,1002902,61,0.623,87,
census_tract,gemma-4-12b,1003001,60,0.5361,84,88889.0
census_tract,gemma-4-12b,1003002,45,0.643,66,74691.0
census_tract,gemma-4-12b,1003100,111,0.682,151,189250.0
census_tract,gemma-4-12b,1003200,72,0.7454,96,101294.0
census_tract,gemma-4-12b,1003300,242,0.699,320,
census_tract,gemma-4-12b,1003400,63,0.6984,81,121413.0
census_tract,gemma-4-12b,1003601,64,0.3177,83,57000.0
census_tract,gemma-4-12b,1003602,58,0.4382,82,155000.0
census_tract,gemma-4-12b,1003700,269,0.2321,371,
census_tract,gemma-4-12b,1003800,105,0.5492,140,78220.0
census_tract,gemma-4-12b,1003900,216,0.5094,275,202542.0
census_tract,gemma-4-12b,1004001,40,0.725,54,150661.0
census_tract,gemma-4-12b,1004002,58,0.5408,87,196833.0
census_tract,gemma-4-12b,1004100,113,0.6165,148,101893.0
census_tract,gemma-4-12b,1004200,82,0.6443,106,131083.0
census_tract,gemma-4-12b,1004300,70,0.9143,97,122730.0
census_tract,gemma-4-12b,1004400,175,0.0654,239,153280.0
census_tract,gemma-4-12b,1004500,55,0.9061,77,170714.0
census_tract,gemma-4-12b,1004700,93,0.8566,113,148750.0
census_tract,gemma-4-12b,1004800,109,0.4557,149,161973.0
census_tract,gemma-4-12b,1004900,113,0.7581,153,146967.0
census_tract,gemma-4-12b,1005000,113,0.6357,137,205250.0
census_tract,gemma-4-12b,1005200,96,0.6823,121,238750.0
census_tract,gemma-4-12b,1005400,84,0.7083,109,124732.0
census_tract,gemma-4-12b,1005501,74,0.5045,96,214306.0
census_tract,gemma-4-12b,1005502,70,0.7143,84,179844.0
census_tract,gemma-4-12b,1005600,111,0.718,156,183068.0
census_tract,gemma-4-12b,1005700,50,0.6533,68,201116.0
census_tract,gemma-4-12b,1005800,112,0.7068,151,206827.0
census_tract,gemma-4-12b,1005900,49,0.6939,61,181375.0
census_tract,gemma-4-12b,1006000,86,-0.0329,107,202600.0
census_tract,gemma-4-12b,1006100,45,0.9015,68,179167.0
census_tract,gemma-4-12b,1006200,218,-0.0009,293,104255.0
census_tract,gemma-4-12b,1006300,93,0.8477,124,173995.0
census_tract,gemma-4-12b,1006400,116,0.546,161,130385.0
census_tract,gemma-4-12b,1006500,127,0.729,183,133781.0
census_tract,gemma-4-12b,1006600,90,0.5111,122,101990.0
census_tract,gemma-4-12b,1006700,103,0.5874,131,131304.0
census_tract,gemma-4-12b,1006800,115,0.7132,163,128919.0
census_tract,gemma-4-12b,1006900,113,0.4572,144,238563.0
census_tract,gemma-4-12b,1007001,47,0.3298,64,163287.0
census_tract,gemma-4-12b,1007002,67,0.6119,91,154965.0
census_tract,gemma-4-12b,1007100,96,0.6024,131,150449.0
census_tract,gemma-4-12b,1007200,123,0.6287,162,136979.0
census_tract,gemma-4-12b,1007300,124,0.7897,167,175590.0
census_tract,gemma-4-12b,1007400,118,0.4703,172,215511.0
census_tract,gemma-4-12b,1007500,115,0.5768,145,187647.0
census_tract,gemma-4-12b,1007600,100,0.8758,143,193644.0
census_tract,gemma-4-12b,1007700,102,0.5997,129,230044.0
census_tract,gemma-4-12b,1007800,174,0.2835,246,134092.0
census_tract,gemma-4-12b,1007900,187,0.6053,268,200079.0
census_tract,gemma-4-12b,1008000,107,0.6539,141,177105.0
census_tract,gemma-4-12b,1008100,90,0.5259,117,134538.0
census_tract,gemma-4-12b,1008200,116,0.648,156,162143.0
census_tract,gemma-4-12b,1008300,75,0.3467,102,75000.0
census_tract,gemma-4-12b,1008400,109,0.7907,148,231546.0
census_tract,gemma-4-12b,1008601,172,-0.0019,221,145054.0
census_tract,gemma-4-12b,1008602,111,-0.53,141,
census_tract,gemma-4-12b,1008603,142,0.2289,180,200735.0
census_tract,gemma-4-12b,1008700,89,0.5918,114,150384.0
census_tract,gemma-4-12b,1008800,109,0.419,141,112782.0
census_tract,gemma-4-12b,1008900,80,0.4042,105,102260.0
census_tract,gemma-4-12b,1009000,87,0.7031,111,156381.0
census_tract,gemma-4-12b,1009100,83,0.5562,119,160866.0
census_tract,gemma-4-12b,1009200,128,0.4388,176,166638.0
census_tract,gemma-4-12b,1009300,83,0.6225,119,122586.0
census_tract,gemma-4-12b,1009400,115,0.4913,151,81875.0
census_tract,gemma-4-12b,1009500,76,0.5461,103,222321.0
census_tract,gemma-4-12b,1009600,98,0.699,124,
census_tract,gemma-4-12b,1009700,90,0.1574,113,71537.0
census_tract,gemma-4-12b,1009800,96,0.6181,121,171745.0
census_tract,gemma-4-12b,1009901,222,0.1824,300,
census_tract,gemma-4-12b,1009902,97,0.3445,127,162845.0
census_tract,gemma-4-12b,1009903,177,0.1685,238,187596.0
census_tract,gemma-4-12b,1010000,109,0.7248,152,99875.0
census_tract,gemma-4-12b,1010100,102,0.6446,138,108304.0
census_tract,gemma-4-12b,1010200,121,0.5813,151,
census_tract,gemma-4-12b,1010300,92,0.2627,120,180200.0
census_tract,gemma-4-12b,1010400,93,0.8996,118,193026.0
census_tract,gemma-4-12b,1010601,100,0.0626,137,249091.0
census_tract,gemma-4-12b,1010602,160,-0.0328,214,207717.0
census_tract,gemma-4-12b,1010801,39,0.4231,53,160719.0
census_tract,gemma-4-12b,1010802,57,0.3304,75,134004.0
census_tract,gemma-4-12b,1010803,45,0.7333,63,119178.0
census_tract,gemma-4-12b,1010900,108,0.7887,147,163542.0
census_tract,gemma-4-12b,1011000,160,0.4141,204,150164.0
census_tract,gemma-4-12b,1011100,109,0.433,147,104451.0
census_tract,gemma-4-12b,1011201,77,0.6353,107,163750.0
census_tract,gemma-4-12b,1011202,66,0.5177,95,211563.0
census_tract,gemma-4-12b,1011203,65,0.5923,84,167083.0
census_tract,gemma-4-12b,1011300,71,0.7242,101,93750.0
census_tract,gemma-4-12b,1011401,53,0.7453,73,155809.0
census_tract,gemma-4-12b,1011402,71,0.7183,89,206818.0
census_tract,gemma-4-12b,1011500,96,0.4688,127,138750.0
census_tract,gemma-4-12b,1011600,138,-0.122,189,90212.0
census_tract,gemma-4-12b,1011700,118,-0.048,159,116048.0
census_tract,gemma-4-12b,1011800,102,0.3864,141,139332.0
census_tract,gemma-4-12b,1011900,82,0.8069,105,18050.0
census_tract,gemma-4-12b,1012000,100,0.5567,133,192644.0
census_tract,gemma-4-12b,1012101,46,0.7391,61,63690.0
census_tract,gemma-4-12b,1012102,46,0.5399,71,62727.0
census_tract,gemma-4-12b,1012200,97,0.8067,132,222909.0
census_tract,gemma-4-12b,1012400,135,0.2488,181,120709.0
census_tract,gemma-4-12b,1012500,88,0.6506,125,171250.0
census_tract,gemma-4-12b,1012601,59,0.6949,83,136781.0
census_tract,gemma-4-12b,1012602,69,0.8744,86,232600.0
census_tract,gemma-4-12b,1012700,76,0.5855,102,120214.0
census_tract,gemma-4-12b,1012800,118,0.6596,152,220256.0
census_tract,gemma-4-12b,1012901,92,0.3768,133,110917.0
census_tract,gemma-4-12b,1012902,94,0.1631,124,128625.0
census_tract,gemma-4-12b,1013000,120,0.8181,159,212414.0
census_tract,gemma-4-12b,1013100,76,0.5614,101,136346.0
census_tract,gemma-4-12b,1013201,46,0.3116,70,162054.0
census_tract,gemma-4-12b,1013202,47,0.0709,58,101836.0
census_tract,gemma-4-12b,1013203,46,0.5543,61,122083.0
census_tract,gemma-4-12b,1013300,81,0.5617,100,156829.0
census_tract,gemma-4-12b,1013400,113,0.4971,160,122163.0
census_tract,gemma-4-12b,1013501,105,0.1473,143,99265.0
census_tract,gemma-4-12b,1013502,188,0.117,238,95693.0
census_tract,gemma-4-12b,1013601,54,-0.2963,64,
census_tract,gemma-4-12b,1013602,24,0.6389,33,188628.0
census_tract,gemma-4-12b,1013603,44,0.3333,65,171912.0
census_tract,gemma-4-12b,1013604,43,0.7054,56,168970.0
census_tract,gemma-4-12b,1013700,123,0.6287,167,167929.0
census_tract,gemma-4-12b,1013800,107,0.7165,137,141343.0
census_tract,gemma-4-12b,1013900,103,0.5005,149,108071.0
census_tract,gemma-4-12b,1014000,114,0.7553,155,220066.0
census_tract,gemma-4-12b,1014200,119,0.7409,149,
census_tract,gemma-4-12b,1014300,397,0.3457,523,
census_tract,gemma-4-12b,1014401,50,0.4833,73,202966.0
census_tract,gemma-4-12b,1014402,127,-0.0269,163,163086.0
census_tract,gemma-4-12b,1014500,96,0.467,129,186389.0
census_tract,gemma-4-12b,1014601,30,0.4667,39,139000.0
census_tract,gemma-4-12b,1014602,66,0.6667,93,132457.0
census_tract,gemma-4-12b,1014700,27,0.0864,35,202250.0
census_tract,gemma-4-12b,1014801,41,0.6463,54,202670.0
census_tract,gemma-4-12b,1014802,60,0.6167,78,179304.0
census_tract,gemma-4-12b,1014900,98,0.3869,127,184896.0
census_tract,gemma-4-12b,1015001,41,0.8272,56,194659.0
census_tract,gemma-4-12b,1015002,66,0.7285,90,243480.0
census_tract,gemma-4-12b,1015101,45,0.0815,55,44107.0
census_tract,gemma-4-12b,1015102,161,0.0973,214,163274.0
census_tract,gemma-4-12b,1015200,165,0.1746,228,114940.0
census_tract,gemma-4-12b,1015301,35,0.7286,48,186949.0
census_tract,gemma-4-12b,1015302,74,0.5428,101,189453.0
census_tract,gemma-4-12b,1015401,41,0.4553,57,122860.0
census_tract,gemma-4-12b,1015402,28,0.7929,39,147589.0
census_tract,gemma-4-12b,1015403,32,0.2312,45,129848.0
census_tract,gemma-4-12b,1015501,24,0.25,27,186563.0
census_tract,gemma-4-12b,1015502,75,0.0711,109,177841.0
census_tract,gemma-4-12b,1015601,43,0.4031,53,127741.0
census_tract,gemma-4-12b,1015602,50,0.0733,58,75147.0
census_tract,gemma-4-12b,1015700,93,0.6505,117,163712.0
census_tract,gemma-4-12b,1015801,70,0.5798,89,177750.0
census_tract,gemma-4-12b,1015802,26,0.3077,36,95391.0
census_tract,gemma-4-12b,1015900,97,0.311,132,156830.0
census_tract,gemma-4-12b,1016001,86,0.6531,116,
census_tract,gemma-4-12b,1016002,29,0.7069,36,121216.0
census_tract,gemma-4-12b,1016100,77,0.763,113,179179.0
census_tract,gemma-4-12b,1016200,244,0.0378,324,21942.0
census_tract,gemma-4-12b,1016300,177,0.3489,239,137829.0
census_tract,gemma-4-12b,1016400,87,0.3755,114,26544.0
census_tract,gemma-4-12b,1016500,102,0.7549,142,213661.0
census_tract,gemma-4-12b,1016600,88,0.5341,112,50231.0
census_tract,gemma-4-12b,1016700,170,0.4706,221,
census_tract,gemma-4-12b,1016800,108,0.1582,147,38833.0
census_tract,gemma-4-12b,1016900,117,0.6667,150,184268.0
census_tract,gemma-4-12b,1017000,110,0.4265,156,40027.0
census_tract,gemma-4-12b,1017100,138,0.5882,168,149587.0
census_tract,gemma-4-12b,1017200,110,0.547,145,34024.0
census_tract,gemma-4-12b,1017300,109,0.682,141,162625.0
census_tract,gemma-4-12b,1017401,78,0.4145,102,37975.0
census_tract,gemma-4-12b,1017402,32,0.5312,41,81364.0
census_tract,gemma-4-12b,1017500,123,0.3019,158,154118.0
census_tract,gemma-4-12b,1017700,92,0.5924,123,108429.0
census_tract,gemma-4-12b,1017800,139,0.0983,185,56875.0
census_tract,gemma-4-12b,1017900,162,0.4897,209,168859.0
census_tract,gemma-4-12b,1018000,112,0.4348,146,50560.0
census_tract,gemma-4-12b,1018100,98,0.6105,123,114966.0
census_tract,gemma-4-12b,1018200,80,0.5146,97,38942.0
census_tract,gemma-4-12b,1018300,201,0.335,285,149367.0
census_tract,gemma-4-12b,1018400,84,0.4663,115,51866.0
census_tract,gemma-4-12b,1018500,45,0.5111,59,162188.0
census_tract,gemma-4-12b,1018600,44,0.4364,70,50862.0
census_tract,gemma-4-12b,1018700,150,0.4892,193,145459.0
census_tract,gemma-4-12b,1018800,95,0.3175,131,27237.0
census_tract,gemma-4-12b,1018900,128,0.4909,167,44263.0
census_tract,gemma-4-12b,1019000,68,0.451,88,121438.0
census_tract,gemma-4-12b,1019100,171,0.4942,222,142500.0
census_tract,gemma-4-12b,1019200,229,-0.3377,310,19525.0
census_tract,gemma-4-12b,1019300,105,0.5365,134,67090.0
census_tract,gemma-4-12b,1019400,118,0.246,159,45750.0
census_tract,gemma-4-12b,1019500,145,0.473,194,122103.0
census_tract,gemma-4-12b,1019600,118,0.3192,152,28069.0
census_tract,gemma-4-12b,1019701,90,0.5481,122,57292.0
census_tract,gemma-4-12b,1019702,35,0.4524,45,111250.0
census_tract,gemma-4-12b,1019800,88,0.3996,118,108250.0
census_tract,gemma-4-12b,1019900,143,0.5769,186,83929.0
census_tract,gemma-4-12b,1020000,68,0.7929,88,57034.0
census_tract,gemma-4-12b,1020101,27,0.8827,32,152250.0
census_tract,gemma-4-12b,1020102,42,0.4048,48,83375.0
census_tract,gemma-4-12b,1020300,84,0.6111,107,67528.0
census_tract,gemma-4-12b,1020500,183,0.3215,239,196576.0
census_tract,gemma-4-12b,1020600,71,0.3615,92,50864.0
census_tract,gemma-4-12b,1020701,25,0.64,31,92788.0
census_tract,gemma-4-12b,1020800,71,0.615,90,73197.0
census_tract,gemma-4-12b,1020901,72,0.5694,97,25357.0
census_tract,gemma-4-12b,1021000,214,-0.1028,272,43645.0
census_tract,gemma-4-12b,1021100,234,0.391,333,65753.0
census_tract,gemma-4-12b,1021200,81,0.0823,112,69702.0
census_tract,gemma-4-12b,1021303,78,0.2201,105,57119.0
census_tract,gemma-4-12b,1021400,50,0.1373,76,51068.0
census_tract,gemma-4-12b,1021500,48,0.2604,67,56884.0
census_tract,gemma-4-12b,1021600,84,0.5992,122,73831.0
census_tract,gemma-4-12b,1021703,73,0.3516,96,
census_tract,gemma-4-12b,1021800,104,0.5513,132,47193.0
census_tract,gemma-4-12b,1021900,185,0.177,251,21938.0
census_tract,gemma-4-12b,1022000,86,0.8605,110,74151.0
census_tract,gemma-4-12b,1022102,62,0.3871,75,67669.0
census_tract,gemma-4-12b,1022200,100,0.665,133,84071.0
census_tract,gemma-4-12b,1022301,114,0.1564,157,50668.0
census_tract,gemma-4-12b,1022302,55,-0.0273,68,50238.0
census_tract,gemma-4-12b,1022400,79,0.6118,109,19326.0
census_tract,gemma-4-12b,1022500,139,0.2686,170,53424.0
census_tract,gemma-4-12b,1022600,76,0.5329,99,86559.0
census_tract,gemma-4-12b,1022700,89,0.5487,122,63574.0
census_tract,gemma-4-12b,1022800,97,0.4897,127,63413.0
census_tract,gemma-4-12b,1022900,110,0.2212,140,60346.0
census_tract,gemma-4-12b,1023000,64,0.4049,98,27860.0
census_tract,gemma-4-12b,1023100,98,0.5527,126,69949.0
census_tract,gemma-4-12b,1023200,96,0.2413,123,27967.0
census_tract,gemma-4-12b,1023300,134,0.1219,176,84927.0
census_tract,gemma-4-12b,1023400,56,0.4643,66,62346.0
census_tract,gemma-4-12b,1023501,112,0.2857,152,71893.0
census_tract,gemma-4-12b,1023502,30,0.3333,36,44491.0
census_tract,gemma-4-12b,1023600,207,-0.1498,277,43679.0
census_tract,gemma-4-12b,1023700,173,0.0615,230,60404.0
census_tract,gemma-4-12b,1023802,59,0.1102,77,100870.0
census_tract,gemma-4-12b,1023803,33,0.3333,44,80724.0
census_tract,gemma-4-12b,1023804,85,0.3382,116,183536.0
census_tract,gemma-4-12b,1023900,46,0.4746,61,48816.0
census_tract,gemma-4-12b,1024000,716,-0.4545,940,
census_tract,gemma-4-12b,1024100,177,0.1252,237,59500.0
census_tract,gemma-4-12b,1024200,367,-0.2699,493,42617.0
census_tract,gemma-4-12b,1024301,51,0.6634,67,74226.0
census_tract,gemma-4-12b,1024302,242,-0.0758,325,23574.0
census_tract,gemma-4-12b,1024500,92,0.3424,130,51403.0
census_tract,gemma-4-12b,1024700,148,-0.214,191,83605.0
census_tract,gemma-4-12b,1024900,35,0.3714,44,68000.0
census_tract,gemma-4-12b,1025100,73,0.4361,97,37839.0
census_tract,gemma-4-12b,1025300,103,0.2864,145,72763.0
census_tract,gemma-4-12b,1025500,339,-0.1539,458,78315.0
census_tract,gemma-4-12b,1025700,115,0.5333,157,104033.0
census_tract,gemma-4-12b,1025900,38,0.6228,51,79429.0
census_tract,gemma-4-12b,1026100,149,-0.1302,213,40352.0
census_tract,gemma-4-12b,1026300,148,-0.0878,220,67024.0
census_tract,gemma-4-12b,1026500,320,-0.4344,420,92434.0
census_tract,gemma-4-12b,1026700,20,0.3,21,51250.0
census_tract,gemma-4-12b,1026900,89,0.4625,117,52389.0
census_tract,gemma-4-12b,1027100,102,0.4837,138,71595.0
census_tract,gemma-4-12b,1027300,76,0.5329,102,122654.0
census_tract,gemma-4-12b,1027500,201,-0.4154,272,170000.0
census_tract,gemma-4-12b,1027700,56,0.5804,75,58086.0
census_tract,gemma-4-12b,1027900,84,0.2688,112,68596.0
census_tract,gemma-4-12b,1028100,40,0.0983,59,143194.0
census_tract,gemma-4-12b,1028300,88,0.2292,112,64803.0
census_tract,gemma-4-12b,1028500,50,0.38,56,51026.0
census_tract,gemma-4-12b,1028700,316,0.1479,424,89476.0
census_tract,gemma-4-12b,1029100,78,0.2107,112,62348.0
census_tract,gemma-4-12b,1029300,76,0.443,98,35987.0
census_tract,gemma-4-12b,1029500,63,0.2302,81,87108.0
census_tract,gemma-4-12b,1029700,193,-0.3787,265,
census_tract,gemma-4-12b,1029900,177,-0.2213,239,34731.0
census_tract,gemma-4-12b,1030300,79,0.3059,110,94208.0
census_tract,gemma-4-12b,1030700,34,0.098,48,108073.0
census_tract,gemma-4-12b,1030900,151,0.1242,205,40438.0
census_tract,gemma-4-12b,1031100,453,-0.2007,594,
census_tract,gemma-4-12b,1031703,136,0.723,196,
census_tract,gemma-4-12b,1031704,140,0.5286,188,218917.0
census_tract,gemma-4-12b,1031900,43,-1.4457,59,
census_tract,gemma-4-12b,2000200,133,-0.166,161,123729.0
census_tract,gemma-4-12b,2000400,151,-0.2009,188,105924.0
census_tract,gemma-4-12b,2001600,135,-0.016,180,52147.0
census_tract,gemma-4-12b,2001901,120,-0.0208,162,58083.0
census_tract,gemma-4-12b,2001902,371,-0.4474,490,48953.0
census_tract,gemma-4-12b,2001903,217,-0.6106,277,
census_tract,gemma-4-12b,2002001,32,0.2083,41,22311.0
census_tract,gemma-4-12b,2002002,65,0.1308,93,18649.0
census_tract,gemma-4-12b,2002300,32,0.151,43,16332.0
census_tract,gemma-4-12b,2002400,67,-0.4179,102,
census_tract,gemma-4-12b,2002500,49,0.3129,63,35582.0
census_tract,gemma-4-12b,2002701,26,-0.0321,34,20266.0
census_tract,gemma-4-12b,2002702,45,0.063,58,30895.0
census_tract,gemma-4-12b,2002800,184,-0.5572,268,58068.0
census_tract,gemma-4-12b,2003100,68,-0.0993,88,59297.0
census_tract,gemma-4-12b,2003300,47,0.1099,67,31289.0
census_tract,gemma-4-12b,2003500,68,0.0931,87,36569.0
census_tract,gemma-4-12b,2003700,17,0.1765,23,53029.0
census_tract,gemma-4-12b,2003800,32,-0.0833,44,54214.0
census_tract,gemma-4-12b,2003900,71,0.4061,98,25625.0
census_tract,gemma-4-12b,2004001,46,0.2391,63,78935.0
census_tract,gemma-4-12b,2004100,53,0.305,74,14592.0
census_tract,gemma-4-12b,2004200,203,-0.234,260,55404.0
census_tract,gemma-4-12b,2004300,89,0.471,125,23393.0
census_tract,gemma-4-12b,2004400,78,0.0064,110,24375.0
census_tract,gemma-4-12b,2004600,59,-0.1808,73,30714.0
census_tract,gemma-4-12b,2004800,61,-0.3497,79,35870.0
census_tract,gemma-4-12b,2005001,35,0.1571,52,33632.0
census_tract,gemma-4-12b,2005002,33,0.0707,47,34688.0
census_tract,gemma-4-12b,2005100,239,-0.1165,308,25851.0
census_tract,gemma-4-12b,2005200,49,-0.0578,67,39743.0
census_tract,gemma-4-12b,2005300,50,-0.29,65,20608.0
census_tract,gemma-4-12b,2005400,54,0.2176,72,54884.0
census_tract,gemma-4-12b,2005600,41,0.122,56,41684.0
census_tract,gemma-4-12b,2005902,26,-0.1538,31,51364.0
census_tract,gemma-4-12b,2006000,179,-0.446,238,78269.0
census_tract,gemma-4-12b,2006100,50,0.17,63,72123.0
census_tract,gemma-4-12b,2006200,96,-0.1649,119,27453.0
census_tract,gemma-4-12b,2006301,398,-0.4179,533,59924.0
census_tract,gemma-4-12b,2006302,62,-0.0833,85,
census_tract,gemma-4-12b,2006400,90,-0.1278,120,41429.0
census_tract,gemma-4-12b,2006500,86,0.3062,116,22740.0
census_tract,gemma-4-12b,2006700,56,0.1458,71,30191.0
census_tract,gemma-4-12b,2006800,66,-0.1202,89,32550.0
census_tract,gemma-4-12b,2006900,66,0.0947,81,26608.0
census_tract,gemma-4-12b,2007000,62,0.4785,79,40417.0
census_tract,gemma-4-12b,2007100,73,0.1655,98,23148.0
census_tract,gemma-4-12b,2007200,91,0.0696,123,58244.0
census_tract,gemma-4-12b,2007300,43,0.0233,54,29978.0
census_tract,gemma-4-12b,2007400,41,-0.1829,61,69363.0
census_tract,gemma-4-12b,2007500,78,0.2543,99,34259.0
census_tract,gemma-4-12b,2007600,60,0.0806,84,53320.0
census_tract,gemma-4-12b,2007700,45,0.3296,61,50733.0
census_tract,gemma-4-12b,2007800,138,-0.1824,189,47216.0
census_tract,gemma-4-12b,2007900,87,0.0843,114,43081.0
census_tract,gemma-4-12b,2008300,86,0.2597,122,48634.0
census_tract,gemma-4-12b,2008400,53,-0.239,68,63631.0
census_tract,gemma-4-12b,2008500,61,0.1148,78,41535.0
census_tract,gemma-4-12b,2008600,39,-0.0726,59,22671.0
census_tract,gemma-4-12b,2008700,87,0.1446,133,40188.0
census_tract,gemma-4-12b,2008900,45,0.4111,55,35914.0
census_tract,gemma-4-12b,2009000,374,-0.887,503,36806.0
census_tract,gemma-4-12b,2009200,208,-0.2731,269,58717.0
census_tract,gemma-4-12b,2009301,293,-0.3861,412,50962.0
census_tract,gemma-4-12b,2009302,398,-0.8903,521,
census_tract,gemma-4-12b,2009600,170,-0.3664,235,47212.0
census_tract,gemma-4-12b,2009800,257,-0.3365,330,97896.0
census_tract,gemma-4-12b,2011000,306,-0.7631,403,
census_tract,gemma-4-12b,2011502,176,-0.483,233,30922.0
census_tract,gemma-4-12b,2011701,94,-0.6684,128,36857.0
census_tract,gemma-4-12b,2011702,94,-1.2128,134,
census_tract,gemma-4-12b,2011800,236,0.0099,305,93319.0
census_tract,gemma-4-12b,2011900,60,0.1833,77,44122.0
census_tract,gemma-4-12b,2012101,45,0.3481,59,34464.0
census_tract,gemma-4-12b,2012102,19,0.1228,25,28200.0
census_tract,gemma-4-12b,2012300,109,0.0757,146,36435.0
census_tract,gemma-4-12b,2012500,59,-0.024,78,55772.0
census_tract,gemma-4-12b,2012701,48,0.1701,63,34688.0
census_tract,gemma-4-12b,2012901,71,0.0465,106,39409.0
census_tract,gemma-4-12b,2013000,61,-0.2186,86,59595.0
census_tract,gemma-4-12b,2013100,76,0.2895,100,19760.0
census_tract,gemma-4-12b,2013200,168,0.0754,226,107563.0
census_tract,gemma-4-12b,2013300,30,0.3778,39,28560.0
census_tract,gemma-4-12b,2013500,50,0.3967,69,26125.0
census_tract,gemma-4-12b,2013800,415,-0.6324,562,92567.0
